mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_epsilon,param_max_iter,params,split0_test_neg_mse,split1_test_neg_mse,split2_test_neg_mse,split3_test_neg_mse,split4_test_neg_mse,mean_test_neg_mse,std_test_neg_mse,rank_test_neg_mse,split0_train_neg_mse,split1_train_neg_mse,split2_train_neg_mse,split3_train_neg_mse,split4_train_neg_mse,mean_train_neg_mse,std_train_neg_mse,split0_test_neg_mae,split1_test_neg_mae,split2_test_neg_mae,split3_test_neg_mae,split4_test_neg_mae,mean_test_neg_mae,std_test_neg_mae,rank_test_neg_mae,split0_train_neg_mae,split1_train_neg_mae,split2_train_neg_mae,split3_train_neg_mae,split4_train_neg_mae,mean_train_neg_mae,std_train_neg_mae,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,mean_train_r2,std_train_r2,test_rmse,train_rmse,test_mae,overfitting
0.04812016487121582,0.004365591194640034,0.005130863189697266,0.0007099091429919072,0.1,1.35,1000,"{'alpha': 0.1, 'epsilon': 1.35, 'max_iter': 1000}",-0.7636689697523065,-0.9211750872750555,-0.9966422601061015,-0.6837606466462794,-0.8594683995552272,-0.8449430726669942,0.11101369546556815,1,-0.8436224781603703,-0.8042908913028275,-0.7893391065643116,-0.8624636880387606,-0.8177254013298587,-0.8234883130792257,0.02642871512972696,-0.7120231542668095,-0.7424485568762444,-0.7548463350248328,-0.6673012261303221,-0.7497996206854918,-0.7252837785967402,0.032580427920485586,1,-0.7170344661521075,-0.7104345288208016,-0.7074016771037217,-0.7293676847565063,-0.7091713123804597,-0.7146819338427195,0.008032623788959093,0.0884188828332203,0.006901181784557897,-0.032489838998522425,0.15547531939350845,0.1573656800491734,0.07513424501238752,0.07698295021573678,1,0.1061576357896834,0.12403006999550847,0.12881381814227644,0.09029566342384532,0.0886219663523683,0.10758383074073638,0.016623225998541,0.9192078506339,0.9074625684176872,0.7252837785967402,-0.011745282216212738
0.08643293380737305,0.03224512740654969,0.005436897277832031,0.0012569978210615854,0.1,1.35,500,"{'alpha': 0.1, 'epsilon': 1.35, 'max_iter': 500}",-0.7636689697523065,-0.9211750872750555,-0.9966422601061015,-0.6837606466462794,-0.8594683995552272,-0.8449430726669942,0.11101369546556815,1,-0.8436224781603703,-0.8042908913028275,-0.7893391065643116,-0.8624636880387606,-0.8177254013298587,-0.8234883130792257,0.02642871512972696,-0.7120231542668095,-0.7424485568762444,-0.7548463350248328,-0.6673012261303221,-0.7497996206854918,-0.7252837785967402,0.032580427920485586,1,-0.7170344661521075,-0.7104345288208016,-0.7074016771037217,-0.7293676847565063,-0.7091713123804597,-0.7146819338427195,0.008032623788959093,0.0884188828332203,0.006901181784557897,-0.032489838998522425,0.15547531939350845,0.1573656800491734,0.07513424501238752,0.07698295021573678,1,0.1061576357896834,0.12403006999550847,0.12881381814227644,0.09029566342384532,0.0886219663523683,0.10758383074073638,0.016623225998541,0.9192078506339,0.9074625684176872,0.7252837785967402,-0.011745282216212738
0.07156929969787598,0.041953381634660995,0.008404207229614259,0.00403003029920026,0.05,1.35,1000,"{'alpha': 0.05, 'epsilon': 1.35, 'max_iter': 1000}",-0.7637892364930096,-0.9213705029527692,-0.9966280508166739,-0.6839185910576309,-0.8593890255012818,-0.8450190813642731,0.11097114054235371,3,-0.8436495620484882,-0.8043122559081198,-0.7893443785179098,-0.8625111784286933,-0.8177487272134869,-0.8235132204233396,0.026441365925653087,-0.7120569644660457,-0.7424911295509224,-0.7548101922197218,-0.667336686671147,-0.7497570716412636,-0.72529040890982,0.03255659059427058,3,-0.7170195446338066,-0.7104284788759012,-0.7073968442864028,-0.7293803965978164,-0.7091686193201635,-0.7146787767428181,0.00803828623227751,0.08827532208348388,0.006690508394364025,-0.03247511862438146,0.15528023950085246,0.15744349943380997,0.07504289015762577,0.07698721997649259,3,0.10612893962852843,0.12400680135973885,0.12880799953644784,0.09024557179185366,0.08859596899687527,0.10755705626268881,0.016633980556613467,0.919249194377821,0.9074762919345826,0.72529040890982,-0.011772902443238475
0.0537076473236084,0.01520211986872799,0.00566411018371582,0.001761955059418679,0.05,1.35,500,"{'alpha': 0.05, 'epsilon': 1.35, 'max_iter': 500}",-0.7637892364930096,-0.9213705029527692,-0.9966280508166739,-0.6839185910576309,-0.8593890255012818,-0.8450190813642731,0.11097114054235371,3,-0.8436495620484882,-0.8043122559081198,-0.7893443785179098,-0.8625111784286933,-0.8177487272134869,-0.8235132204233396,0.026441365925653087,-0.7120569644660457,-0.7424911295509224,-0.7548101922197218,-0.667336686671147,-0.7497570716412636,-0.72529040890982,0.03255659059427058,3,-0.7170195446338066,-0.7104284788759012,-0.7073968442864028,-0.7293803965978164,-0.7091686193201635,-0.7146787767428181,0.00803828623227751,0.08827532208348388,0.006690508394364025,-0.03247511862438146,0.15528023950085246,0.15744349943380997,0.07504289015762577,0.07698721997649259,3,0.10612893962852843,0.12400680135973885,0.12880799953644784,0.09024557179185366,0.08859596899687527,0.10755705626268881,0.016633980556613467,0.919249194377821,0.9074762919345826,0.72529040890982,-0.011772902443238475
0.057564496994018555,0.0204235146098844,0.005481195449829101,0.0014700179062759394,0.005,1.35,500,"{'alpha': 0.005, 'epsilon': 1.35, 'max_iter': 500}",-0.7637821505429422,-0.9213654140922581,-0.9967582911936084,-0.6838950808410796,-0.8593498630443978,-0.8450301599428572,0.11101288527409768,5,-0.8436852765775755,-0.8043210870289829,-0.7893506209293071,-0.8625215806852113,-0.8177588838890133,-0.823527489822018,0.026446536934342332,-0.7120721290506625,-0.7425208315799895,-0.7548585963258385,-0.6673166337524502,-0.7497421753100268,-0.7253020732037935,0.03257218107743256,5,-0.7170168066577585,-0.7104233380741181,-0.7073886114705105,-0.7293757676215333,-0.709165519753489,-0.7146740087154818,0.008038893974829944,0.08828378048435448,0.006695994584155152,-0.032610043532941724,0.15530927737868483,0.15748189483059383,0.07503218074896931,0.07703850372235244,5,0.10609109905416902,0.12399718320241804,0.12880110984543214,0.09023459976138348,0.08858464909540886,0.1075417281917623,0.01663583586820915,0.9192552202423749,0.9074841540335665,0.7253020732037935,-0.011771066208808412
0.06377682685852051,0.023051539136184466,0.0062748432159423825,0.0014080989219513093,0.005,1.35,1000,"{'alpha': 0.005, 'epsilon': 1.35, 'max_iter': 1000}",-0.7637821505429422,-0.9213654140922581,-0.9967582911936084,-0.6838950808410796,-0.8593498630443978,-0.8450301599428572,0.11101288527409768,5,-0.8436852765775755,-0.8043210870289829,-0.7893506209293071,-0.8625215806852113,-0.8177588838890133,-0.823527489822018,0.026446536934342332,-0.7120721290506625,-0.7425208315799895,-0.7548585963258385,-0.6673166337524502,-0.7497421753100268,-0.7253020732037935,0.03257218107743256,5,-0.7170168066577585,-0.7104233380741181,-0.7073886114705105,-0.7293757676215333,-0.709165519753489,-0.7146740087154818,0.008038893974829944,0.08828378048435448,0.006695994584155152,-0.032610043532941724,0.15530927737868483,0.15748189483059383,0.07503218074896931,0.07703850372235244,5,0.10609109905416902,0.12399718320241804,0.12880110984543214,0.09023459976138348,0.08858464909540886,0.1075417281917623,0.01663583586820915,0.9192552202423749,0.9074841540335665,0.7253020732037935,-0.011771066208808412
0.046898603439331055,0.008003151127976768,0.004618644714355469,0.000553137824412325,0.001,1.35,1000,"{'alpha': 0.001, 'epsilon': 1.35, 'max_iter': 1000}",-0.7637749962537168,-0.9214265431048385,-0.9967266561027796,-0.6838687860119584,-0.8593617837963383,-0.8450317530539262,0.11102163735998603,7,-0.8436734840339536,-0.8043277961973578,-0.7893516865312705,-0.8625242540828546,-0.8177481639383037,-0.823525076956748,0.02644474635919907,-0.7120578553694827,-0.7425346856664438,-0.7548633664121703,-0.6673008829549113,-0.749754948748508,-0.7253023478303032,0.03258319654913378,7,-0.7170166842475026,-0.7104181322822829,-0.7073980190475703,-0.7293700314334597,-0.709167582858,-0.714674089973763,0.00803535248671512,0.08829232046073554,0.006630092725767089,-0.032577270580053996,0.15534175457998922,0.15747020756587315,0.0750314209504622,0.07704560581621904,7,0.1061035935944924,0.12398987610766488,0.12879993375052168,0.09023177993086395,0.08859659678296083,0.10754435603330074,0.01663173702849898,0.9192560867646873,0.9074828246070269,0.7253023478303032,-0.011773262157660391
0.06000852584838867,0.012031396642256104,0.005518436431884766,0.001321159721488507,0.001,1.35,500,"{'alpha': 0.001, 'epsilon': 1.35, 'max_iter': 500}",-0.7637749962537168,-0.9214265431048385,-0.9967266561027796,-0.6838687860119584,-0.8593617837963383,-0.8450317530539262,0.11102163735998603,7,-0.8436734840339536,-0.8043277961973578,-0.7893516865312705,-0.8625242540828546,-0.8177481639383037,-0.823525076956748,0.02644474635919907,-0.7120578553694827,-0.7425346856664438,-0.7548633664121703,-0.6673008829549113,-0.749754948748508,-0.7253023478303032,0.03258319654913378,7,-0.7170166842475026,-0.7104181322822829,-0.7073980190475703,-0.7293700314334597,-0.709167582858,-0.714674089973763,0.00803535248671512,0.08829232046073554,0.006630092725767089,-0.032577270580053996,0.15534175457998922,0.15747020756587315,0.0750314209504622,0.07704560581621904,7,0.1061035935944924,0.12398987610766488,0.12879993375052168,0.09023177993086395,0.08859659678296083,0.10754435603330074,0.01663173702849898,0.9192560867646873,0.9074828246070269,0.7253023478303032,-0.011773262157660391
0.05405845642089844,0.0181158588404985,0.006059789657592773,0.002148922960543997,0.01,1.35,1000,"{'alpha': 0.01, 'epsilon': 1.35, 'max_iter': 1000}",-0.7637674846947294,-0.9214469852578056,-0.9966688014447936,-0.683929059830523,-0.8593512969863072,-0.8450327256428316,0.11099197319352272,9,-0.8436685573682653,-0.8043308375987923,-0.7893502819921412,-0.8625160407908737,-0.8177581573196746,-0.8235247750139495,0.0264410584540457,-0.7120569731089249,-0.7425341356970749,-0.7548488683680382,-0.6673376224904514,-0.7497493109528078,-0.7253053821234595,0.032566653755290345,9,-0.7170212248693111,-0.710417542280275,-0.7073997566404221,-0.7293780370533322,-0.7091641561708456,-0.7146761434028371,0.00803876327649769,0.0883012869051043,0.00660805448544366,-0.03251733498540754,0.1552673093371667,0.15748048897475753,0.07502796094341294,0.07701977391246226,9,0.10610881353898238,0.1239865636541354,0.12880148392720892,0.09024044309829482,0.0885854588774384,0.10754455261921199,0.01663212340041521,0.919256615773219,0.9074826582441945,0.7253053821234595,-0.011773957529024548
0.050160884857177734,0.007027803632767613,0.0060039997100830075,0.000813924596425912,0.01,1.35,500,"{'alpha': 0.01, 'epsilon': 1.35, 'max_iter': 500}",-0.7637674846947294,-0.9214469852578056,-0.9966688014447936,-0.683929059830523,-0.8593512969863072,-0.8450327256428316,0.11099197319352272,9,-0.8436685573682653,-0.8043308375987923,-0.7893502819921412,-0.8625160407908737,-0.8177581573196746,-0.8235247750139495,0.0264410584540457,-0.7120569731089249,-0.7425341356970749,-0.7548488683680382,-0.6673376224904514,-0.7497493109528078,-0.7253053821234595,0.032566653755290345,9,-0.7170212248693111,-0.710417542280275,-0.7073997566404221,-0.7293780370533322,-0.7091641561708456,-0.7146761434028371,0.00803876327649769,0.0883012869051043,0.00660805448544366,-0.03251733498540754,0.1552673093371667,0.15748048897475753,0.07502796094341294,0.07701977391246226,9,0.10610881353898238,0.1239865636541354,0.12880148392720892,0.09024044309829482,0.0885854588774384,0.10754455261921199,0.01663212340041521,0.919256615773219,0.9074826582441945,0.7253053821234595,-0.011773957529024548
